reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado,quantile,0.975,9.745077073622005
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.025,1.6616296377126596
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.05,1.8395051524764432
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.1,2.11449453904414
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.25,2.9108718700752494
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.5,4.7066316233017655
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.75,6.130394685495349
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.9,8.12384764531562
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.95,11.234748404161333
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado,quantile,0.975,12.614665848695239
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.025,0.9544075408715974
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.05,1.101286611373052
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.1,1.3197998203984438
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.25,2.2304297372931536
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.5,4.455117159694373
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.75,6.216001240630857
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.9,8.852270761523984
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.95,12.693678948236517
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado,quantile,0.975,15.51276082229308
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.025,0.09903542075467078
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.05,0.24208987983431926
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.1,0.4143139745049487
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.25,0.7185587107021594
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.5,1.0230540427737351
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.75,1.3349140105644421
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.9,1.5876439792335695
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.95,1.7988878807011872
2025-12-13,Flu ED visits pct,0,2025-12-13,mesa,quantile,0.975,1.9955911255262417
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.025,0
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.05,0.23235724291019488
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.1,0.49397096087422815
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.25,0.9665181274838414
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.5,1.4299082713570894
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.75,1.8794266869865934
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.9,2.382974626147009
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.95,2.6680198179845855
2025-12-13,Flu ED visits pct,1,2025-12-20,mesa,quantile,0.975,2.9811426514726156
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.025,0
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.05,0.10290661077457805
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.1,0.48282513471748884
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.25,1.0960115874127223
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.5,1.7834299429084568
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.75,2.491595621750694
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.9,3.266466611493259
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.95,3.8588021008363826
2025-12-13,Flu ED visits pct,2,2025-12-27,mesa,quantile,0.975,4.143298505611151
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.025,0
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.05,0
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.1,0.3643630717691191
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.25,1.2854971377994886
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.5,2.0894531357126125
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.75,3.3808610764166858
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.9,4.194235914203053
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.95,4.854719566802951
2025-12-13,Flu ED visits pct,3,2026-01-03,mesa,quantile,0.975,5.274950610276511
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.025,1.927259720225425
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.05,2.0700048830240294
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.1,2.3102041745300124
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.25,2.6973981067639277
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.5,3.1345497802083204
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.75,3.56463533655273
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.9,4.2082214008622625
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.95,4.642577490575386
2025-12-13,Flu ED visits pct,0,2025-12-13,colorado-springs,quantile,0.975,4.957948985016692
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.025,1.7107886756080912
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.05,1.9736416303376974
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.1,2.36215968679724
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.25,3.04098270162374
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.5,3.8678883001957223
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.75,4.6251300916113465
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.9,5.6582403551130955
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.95,6.388673208545991
2025-12-13,Flu ED visits pct,1,2025-12-20,colorado-springs,quantile,0.975,7.3662203363688175
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.025,1.2738557299881326
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.05,1.6474694175507836
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.1,2.0407042497663825
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.25,2.972493008265591
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.5,4.405510518434161
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.75,5.97728611163121
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.9,7.481520410015715
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.95,8.596461828442008
2025-12-13,Flu ED visits pct,2,2025-12-27,colorado-springs,quantile,0.975,9.695821628746387
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.025,0.8305548847194396
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.05,1.1876049613043764
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.1,1.6233189233538836
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.25,2.6799747077722866
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.5,4.651568395430212
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.75,7.657841878245179
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.9,9.461666969274699
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.95,11.094723250990736
2025-12-13,Flu ED visits pct,3,2026-01-03,colorado-springs,quantile,0.975,12.09814944270878
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.025,3.1748677603001534
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.05,3.388321899974405
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.1,3.6614547357210996
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.25,4.172252825534924
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.5,5.056671169494942
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.75,5.76358780315746
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.9,6.5901900873100026
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.95,7.064795147880706
2025-12-13,Flu ED visits pct,0,2025-12-13,denver,quantile,0.975,7.76490620451362
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.025,2.5744179754783376
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.05,2.844285625629415
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.1,3.1124547806564355
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.25,3.7597178526592088
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.5,5.285951664313381
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.75,6.380153851270461
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.9,7.521622681910744
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.95,8.858943414263518
2025-12-13,Flu ED visits pct,1,2025-12-20,denver,quantile,0.975,9.718089581219692
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.025,1.7977727523223967
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.05,2.039776097739881
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.1,2.347074897444964
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.25,2.9995333685554804
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.5,5.112811599789557
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.75,6.518004709501614
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.9,8.103499006746272
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.95,9.977613373783523
2025-12-13,Flu ED visits pct,2,2025-12-27,denver,quantile,0.975,11.404562189352234
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.025,1.1768663489449127
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.05,1.3528043761019797
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.1,1.5412228319394836
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.25,2.140712739343395
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.5,4.557097501215376
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.75,6.194280128218516
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.9,7.891954657122557
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.95,10.050050686498908
2025-12-13,Flu ED visits pct,3,2026-01-03,denver,quantile,0.975,12.89985479123291
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.025,1.2621767355703
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.05,1.3891102842459313
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.1,1.5798330014702424
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.25,1.8249292888085527
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.5,2.1488423456658934
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.75,2.4808555871067752
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.9,2.7732378391628645
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.95,2.952345914935283
2025-12-13,Flu ED visits pct,0,2025-12-13,weld,quantile,0.975,3.0938820132352824
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.025,0.6107104869073816
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.05,0.730014313409195
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.1,0.8918183924799277
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.25,1.1872135775558705
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.5,1.5517441884821739
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.75,1.924767102872404
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.9,2.281751326630334
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.95,2.442144322426464
2025-12-13,Flu ED visits pct,1,2025-12-20,weld,quantile,0.975,2.6604763190641925
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.025,0.06248860391800684
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.05,0.21451396737619988
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.1,0.3585991118811879
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.25,0.5917417475593096
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.5,0.9761305359115887
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.75,1.3366881086578337
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.9,1.69951859825363
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.95,1.8720224832859613
2025-12-13,Flu ED visits pct,2,2025-12-27,weld,quantile,0.975,2.0691597086615103
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.025,0
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.05,0
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.1,0
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.25,0.20822396318833897
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.5,0.5442268238303136
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.75,0.8563415818592885
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.9,1.173907805434645
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.95,1.40159337521004
2025-12-13,Flu ED visits pct,3,2026-01-03,weld,quantile,0.975,1.607496715157945
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.025,1.0296918801959183
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.05,1.1418409458605967
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.1,1.2579782018534955
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.25,1.498917593725343
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.5,1.807397632514143
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.75,2.1756033254086358
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.9,2.5894716242282545
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.95,2.8717691047978335
2025-12-13,Flu ED visits pct,0,2025-12-13,macon,quantile,0.975,3.051285005443848
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.025,0.854326486062286
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.05,0.9821048871243022
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.1,1.1494575508471265
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.25,1.4829998399285518
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.5,1.9148184903204528
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.75,2.4866506387028737
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.9,3.2661107736305954
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.95,3.61380157652807
2025-12-13,Flu ED visits pct,1,2025-12-20,macon,quantile,0.975,3.8722811631815284
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.025,0.6609698702202959
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.05,0.8089829857996343
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.1,1.0292995042390933
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.25,1.3741581564749392
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.5,1.9603684736410862
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.75,2.7009413653319507
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.9,3.890707598936726
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.95,4.498190667397994
2025-12-13,Flu ED visits pct,2,2025-12-27,macon,quantile,0.975,4.849127152926677
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.025,0.5296678483284633
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.05,0.6503691541711253
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.1,0.8421548581765887
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.25,1.1983551303040874
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.5,1.871239129673153
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.75,2.865474849499985
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.9,4.246845120328464
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.95,5.274387837543702
2025-12-13,Flu ED visits pct,3,2026-01-03,macon,quantile,0.975,5.791805930745863
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.025,1.385161334933212
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.05,1.4956615363591526
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.1,1.6707527835001232
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.25,1.9940150471602127
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.5,2.3589844754409426
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.75,2.700174937827269
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.9,3.109292291347305
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.95,3.3416663217683373
2025-12-13,Flu ED visits pct,0,2025-12-13,marietta,quantile,0.975,3.6259663752449645
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.025,1.2853174773427058
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.05,1.449151828024463
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.1,1.6268745595012968
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.25,2.111071214936045
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.5,2.752178304845682
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.75,3.290858792832089
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.9,4.0123952421429925
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.95,4.765134761419574
2025-12-13,Flu ED visits pct,1,2025-12-20,marietta,quantile,0.975,5.439173277197105
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.025,0.9586148268506784
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.05,1.1385738142201507
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.1,1.4642299064885251
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.25,1.9872411012903712
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.5,2.961368131301115
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.75,3.7447353222804103
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.9,4.82225694372318
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.95,6.251639581356244
2025-12-13,Flu ED visits pct,2,2025-12-27,marietta,quantile,0.975,7.382085846077294
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.025,0.5305911698474332
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.05,0.719526986004289
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.1,0.9940411156402774
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.25,1.8090790049212904
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.5,2.959497188868153
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.75,4.074110034120513
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.9,5.674220496183234
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.95,7.2312110795918265
2025-12-13,Flu ED visits pct,3,2026-01-03,marietta,quantile,0.975,8.820168945712028
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.025,0
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.05,0.049356183479781504
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.1,0.16405611566280112
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.25,0.365852237465119
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.5,0.5834147716396394
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.75,0.798937296874437
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.9,0.9843659235878824
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.95,1.0912664815112614
2025-12-13,Flu ED visits pct,0,2025-12-13,south-augusta,quantile,0.975,1.160768133334613
2025-12-13,Flu ED visits pct,1,2025-12-20,south-augusta,quantile,0.025,0
2025-12-13,Flu ED visits pct,1,2025-12-20,south-augusta,quantile,0.05,0.015472490130269318
2025-12-13,Flu ED visits pct,1,2025-12-20,south-augusta,quantile,0.1,0.17586300952440204
